Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
define baronet,45,45,70,50,0.00,https://www.wayfair.com/keyword.php?keyword=baronet+night+stand,0,0,0.00,0,449000,"[45,63,63,81,100,81,63,81,63,100,81,27]",2023-03-30,"Knowledge panel, Image pack, Site links, Video, People also ask, FAQ",informational,Organic
deep discount coupon code,91,91,70,54,1.33,https://www.wayfair.com/coupon-codes-policy,0,0,0.00,0.37,20000000,"[19,19,100,14,33,14,33,23,33,33,23,19]",2023-04-11,"Image pack, AdWords top, FAQ, Related searches",transactional,Organic
feet interlocked,19,19,70,24,0.00,https://www.wayfair.com/keyword.php?keyword=interlocking+rubber+floor+gym+tiles+300+sq+feet,0,0,0.00,0,1420000,"[18,100,100,100,18,18,81,63,18,81,63,18]",2023-04-14,"Image pack, Site links, Video Carousel, Indented",informational,Organic
rubbermaid totes on sale,13,13,140,43,0.37,https://www.wayfair.com/keyword.php?keyword=18+gallon+rubbermaid+tote,1,0,0.00,1,75,"[53,42,42,53,53,34,34,26,65,65,53,53]",2023-03-27,"Image pack, Video, Image, FAQ",transactional,Organic
full bed quilt set,6,6,50,36,0.43,https://www.wayfair.com/bed-bath/sb1/double-full-quilts-coverlets-sets-c415001-a9645~33034.html,1,0,0.00,1,97,"[7,7,7,0,15,11,42,26,15,34,19,15]",2023-04-01,"Image pack, Video, Image",transactional,Organic
casella floor lamp,56,56,40,11,1.03,https://www.wayfair.com/lighting/pdp/zipcode-design-casella-angled-hairpin-base-metal-table-lamp-with-fabric-shade-w005003351.html,0,0,0.00,1,90,"[27,18,18,18,18,18,18,18,18,100,100,18]",2023-03-25,"Image pack, Image",commercial,Organic
wall grout,64,64,170,57,0.52,https://www.wayfair.com/keyword.php?keyword=waterproof+grout+free+wall+tile,0,0,0.00,0.81,27800000,"[80,65,65,65,80,80,26,19,65,65,65,42]",2023-04-06,"Image pack, Site links, Video, Image, People also ask, FAQ",informational,Organic
gifts for sagittarians,8,8,90,43,0.50,https://www.wayfair.com/sca/ideas-and-advice/guides/9-thoughtful-gifts-for-sagittarius-loved-ones-T11191,2,0,1.00,1,8490000,"[0,0,0,0,0,0,0,0,0,100,0,2]",2023-03-29,"Video, Image, People also ask, FAQ",commercial,Organic
best mobility scooter rental in las vegas,32,32,110,32,1.06,https://www.wayfair.com/keyword.php?keyword=mobility+scooter+rental+las+vegas,0,0,0.00,0.8,85,"[100,53,34,53,53,34,34,42,26,15,26,7]",2023-03-30,"Local pack, Site links, Video, People also ask",commercial,Organic
cuisinart green gourmet review,16,16,40,34,0.00,https://www.wayfair.com/kitchen-tabletop/pdp/cuisinart-green-gourmet-hard-anodized-non-stick-skillet-cui1872.html,0,0,0.00,0.78,71,"[27,18,18,36,18,100,18,18,18,100,18,18]",2023-03-24,"Knowledge panel, Site links, Reviews, Video, People also ask",commercial,Organic
bean bag chair xl,4,4,110,35,0.93,https://www.wayfair.com/keyword.php?keyword=xl+beanbag+chair,7,0,6.00,1,81,"[14,14,14,10,14,14,18,14,29,43,35,29]",2023-04-04,"Image pack, Video, Image, Shopping ads",commercial,Organic
ines perfect match height,32,32,70,7,0.00,https://www.wayfair.com/furniture/pdp/canora-grey-ines-counter-height-pine-solid-wood-dining-table-w004140052.html,0,0,0.00,0,3560000,[100],2023-04-04,"Image pack, Video, People also ask",informational,Organic
outdoor fans for porches,9,9,20,52,1.01,https://www.wayfair.com/lighting/sb0/outdoor-ceiling-fans-c416551.html,0,0,0.00,1,37400000,"[0,0,0,19,34,26,0,3,11,0,0,0]",2023-03-22,"Site links, Video, Image, People also ask",commercial,Organic
outdoor fans for porches,10,10,20,52,1.01,https://www.wayfair.com/keyword.php?keyword=outdoor+porch+ceiling+fans,0,0,0.00,1,37400000,"[0,0,0,19,34,26,0,3,11,0,0,0]",2023-03-22,"Site links, Video, Image, People also ask",commercial,Organic
french for jelly,38,38,40,26,0.00,https://www.wayfair.com/keyword.php?keyword=french+jelly+jar,0,0,0.00,0,66800000,"[11,11,11,100,11,64,11,11,11,11,11,11]",2023-04-14,"Instant answer, Image pack, Reviews, Video, Video Carousel, People also ask, Indented, Related searches",informational,Organic
weight of hot tub,82,82,170,25,2.40,https://www.wayfair.com/keyword.php?keyword=lap+weight+for+hot+tub,0,0,0.00,0.99,0,"[42,65,65,53,42,42,100,42,26,100,34,80]",2023-04-03,"Carousel, Site links, Video, Featured snippet, People also ask",informational,Organic
xxl pet bed,8,8,30,55,0.54,https://www.wayfair.com/pet/sb0/extra-large-dog-beds-c1862906.html,0,0,0.00,1,93,"[27,18,18,18,18,100,18,18,18,18,18,18]",2023-03-24,"Image pack, Video, Image, People also ask, FAQ",transactional,Organic
cuisinart smartpower duet blender food processor,27,27,170,34,0.37,https://www.wayfair.com/kitchen-tabletop/pdp/cuisinart-500-watt-countertop-blender-cui3403.html,0,0,0.00,1,86,"[81,43,34,53,81,53,43,43,65,53,34,43]",2023-04-05,"Knowledge panel, Image pack, Video, Image, Video Carousel, People also ask",informational,Organic
high density mattress topper,6,6,140,31,0.99,https://www.wayfair.com/keyword.php?keyword=high+density+foam+topper,3,0,3.00,1,2260000,"[53,42,42,42,42,53,42,42,65,53,53,26]",2023-04-09,"Image pack, Video, Image, People also ask, FAQ, Indented, Related searches",commercial,Organic
cherry master machines for sale,32,32,90,3,0.56,https://www.wayfair.com/keyword.php?keyword=cherry+master+8liner+slot+machine,0,0,0.00,0.99,73,"[100,64,78,64,100,78,78,78,100,78,64,14]",2023-03-30,"Image pack, Site links, Video, Image, AdWords bottom",transactional,Organic
lawn edging metal,20,20,260,37,0.74,https://www.wayfair.com/keyword.php?keyword=metal+edging+landscape,0,0,0.00,1,16100000,"[12,81,100,81,36,36,19,19,6,2,5,9]",2023-04-05,"Site links, Video, Image, People also ask",commercial,Organic
teacup candle holder,22,22,40,23,0.31,https://www.wayfair.com/decor-pillows/sb2/glass-tea-light-candle-holders-c527310-a72055~265972-a72057~421901.html,0,0,0.00,1,4110000,"[77,44,33,33,44,44,33,44,33,33,44,44]",2023-04-04,"Image pack, Site links, Video, Image, AdWords bottom, Shopping ads, People also ask",commercial,Organic
muted colorful rug,1,1,70,13,0.81,https://www.wayfair.com/keyword.php?keyword=muted+colors+rug,17,0,14.00,1,3080000,"[64,82,82,64,0,64,52,64,0,52,0,0]",2023-04-12,"Image pack, Video, Image, FAQ, Indented, Related searches",commercial,Organic
gaming table on sale,8,8,590,26,0.78,https://www.wayfair.com/furniture/sb2/gaming-desk-desks-on-sale-c1780384-a69138~8-a72822~514083.html,7,0,5.00,1,123000000,"[55,30,0,0,0,6,62,45,55,100,81,0]",2023-04-10,"Site links, Video, Image, Shopping ads, People also ask, FAQ, Related searches",transactional,Organic
august smart lock wi-fi stores,25,25,40,51,0.64,https://www.wayfair.com/home-improvement/pdp/august-wi-fi-smart-lock-bdhd1010.html,0,0,0.00,0.46,36100000,"[19,19,14,9,23,23,33,19,19,9,9,9]",2023-04-06,"Knowledge panel, Local pack, Image pack, Image, Video Carousel, People also ask, Indented, Related products, Related searches",commercial,Organic
1 peter 510,80,80,110,48,1.11,https://www.wayfair.com/decor-pillows/pdp/trinx-god-of-all-grace-1-peter-510-christian-wall-art-bible-verse-print-ready-to-hang-w007223279.html,0,0,0.00,0.08,46000000,"[100,0,0,0,0,0,0,0,3,0,1,0]",2023-03-16,"Video, Featured snippet, People also ask",informational,Organic
blue and gray window valance,5,5,20,14,1.18,https://www.wayfair.com/decor-pillows/sb2/blue-gray-silver-valances-kitchen-curtains-c481845-a77221~283126-a77221~283129.html,0,0,1.00,1,73,"[66,66,66,66,66,66,66,66,66,66,66,66]",2023-04-05,"Image pack, Video, Image",commercial,Organic
blue and gray window valance,6,6,20,14,1.18,https://www.wayfair.com/keyword.php?keyword=blue+and+gray+valance,0,0,0.00,1,73,"[66,66,66,66,66,66,66,66,66,66,66,66]",2023-04-05,"Image pack, Video, Image",commercial,Organic
marlene carrington,34,34,30,20,0.00,https://www.wayfair.com/bed-bath/pdp/the-twillery-co-carrington-all-season-polyester-down-alternative-comforter-w002492599.html,0,0,0.00,0.05,1780000,"[100,22,22,22,22,22,22,22,22,22,22,22]",2023-04-15,"Image pack, Image, Indented",informational,Organic
purple drape,4,4,30,26,0.87,https://www.wayfair.com/decor-pillows/sb1/purple-curtains-drapes-c481844-a77202~283050.html,1,0,1.00,1,74700000,"[60,80,80,60,60,40,60,0,20,60,60,100]",2023-03-24,"Image pack, Video, Image, People also ask",commercial,Organic
scarf on a snowman,56,56,40,19,0.00,https://www.wayfair.com/keyword.php?keyword=snowman+figure+with+scarf,0,0,0.00,0.92,8190000,"[27,18,18,18,18,18,18,18,18,100,100,18]",2023-03-21,"Image pack, Image, Video Carousel",informational,Organic
shower kit 60 x 32,3,3,50,24,1.10,https://www.wayfair.com/keyword.php?keyword=complete+shower+kits+60+x+32,4,0,4.00,1,90,"[82,82,0,0,0,0,0,0,0,0,0,0]",2023-04-03,"Video, Image, FAQ",commercial,Organic
overhead garage shelves,52,52,720,64,1.56,https://www.wayfair.com/storage-organization/pdp/wfx-utility-rotanev-overhead-garage-ceiling-mounted-rack-w000047752.html,0,0,0.00,1,3690000,"[26,59,72,59,72,72,72,72,72,72,72,48]",2023-04-15,"Local pack, Image pack, Video, Image, Shopping ads, People also ask, FAQ, Indented, Popular products, Related searches",commercial,Organic
charisma microfiber 6 piece sheet set,8,8,30,27,0.00,https://www.wayfair.com/keyword.php?keyword=charisma+microfiber+sheet+set+full+size,0,0,0.00,1,56,"[27,18,18,18,100,18,18,18,18,18,18,18]",2023-03-24,"Knowledge panel, Image pack, Video, Image, AdWords bottom, People also ask","informational, transactional",Organic
tall thin bookshelves,4,4,30,46,0.44,https://www.wayfair.com/keyword.php?keyword=tall+skinny+bookshelf,1,0,0.00,1,84,"[33,55,11,0,33,11,44,55,22,44,0,22]",2023-03-29,"Image pack, Video, Image, People also ask, FAQ",commercial,Organic
decorative book sets,5,5,140,19,0.82,https://www.wayfair.com/keyword.php?keyword=decorative+book+set,6,0,5.00,1,95,"[43,53,43,43,53,53,34,34,43,53,28,28]",2023-04-03,"Image pack, Video, Image",commercial,Organic
green vintage rugs,6,6,20,14,1.01,https://www.wayfair.com/rugs/sb2/green-vintage-look-area-rugs-c215386-a1247~2162-a73016~471220.html,0,0,0.00,1,43400000,"[66,33,33,33,100,66,33,33,100,66,33,0]",2023-04-07,"Image pack, Video, Image, Indented, Related searches",commercial,Organic
upholstered headboard king,2,2,4400,50,1.19,https://www.wayfair.com/furniture/sb2/king-upholstered-headboards-c414870-a179~274-a3556~435545.html,580,0,691.00,1,7050000,"[66,66,66,54,66,66,81,66,35,12,66,16]",2023-04-16,"Video, Image, Popular products, Related searches",commercial,Organic
dining room chairs leather and wood,6,6,30,39,1.43,https://www.wayfair.com/keyword.php?keyword=leather+dining+chairs,0,0,1.00,1,91,"[14,14,14,14,14,14,14,14,14,14,100,14]",2023-04-16,"Image pack, Video, Image, Indented, Popular products, Related searches",commercial,Organic
dining room chairs leather and wood,5,5,30,39,1.43,https://www.wayfair.com/furniture/sb1/genuine-leather-kitchen-dining-chairs-c46130-a125029~396866.html,1,0,1.00,1,91,"[14,14,14,14,14,14,14,14,14,14,100,14]",2023-04-16,"Image pack, Video, Image, Indented, Popular products, Related searches",commercial,Organic
money christmas ornaments,8,8,90,23,0.00,https://www.wayfair.com/keyword.php?keyword=christmas+ornaments+money+holders,2,0,0.00,0.5,25000000,"[5,2,5,5,2,10,7,28,100,82,5,5]",2023-03-30,"Image pack, Video, Image",commercial,Organic
white enamel kitchen decor,3,3,30,19,0.00,https://www.wayfair.com/keyword.php?keyword=white+enamel+decor,2,0,0.00,0.98,78,"[18,18,18,100,18,18,18,18,18,18,18,18]",2023-04-01,"Image pack, Video, Image",commercial,Organic
delta tub faucet,14,14,1900,30,0.52,https://www.wayfair.com/home-improvement/sb1/delta-bathtub-faucets-c215778-a72793~818.html,2,0,1.00,1,53,"[100,66,79,66,79,79,66,79,66,66,79,79]",2023-04-11,"Image, Shopping ads, Video Carousel, People also ask, FAQ, Indented, Related searches",commercial,Organic
dragon costume accessories,55,55,50,39,0.00,https://www.wayfair.com/browse-by-brand/pdp/the-holiday-aisle-3-piece-childrens-halloween-costume-party-decorations-dragon-cosplay-props-wing-and-tail-w006756915.html,0,0,0.00,1,100,"[9,9,9,9,9,9,100,80,9,9,9,9]",2023-03-31,"Image pack, Video, Image",commercial,Organic
vuluptious women,53,53,20,19,1.26,https://www.wayfair.com/decor-pillows/pdp/orren-ellis-steens-art-beautiful-voluptuous-women-statue-w002261009.html,0,0,0.00,0.11,63300000,"[21,0,0,2,0,0,0,0,0,1,0,0]",2023-03-28,,commercial,Organic
recliner bed chair,2,2,1300,31,0.55,https://www.wayfair.com/keyword.php?keyword=recliner+bed+chair,106,0,58.00,1,17100000,"[79,66,66,54,54,66,24,66,66,36,54,24]",2023-04-11,"Image pack, Site links, Video, Image, AdWords top, Shopping ads, FAQ, Indented, Related searches",commercial,Organic
electric tamale steamer,8,8,90,28,0.26,https://www.wayfair.com/keyword.php?keyword=tamale+steamer,0,0,0.00,1,576000,"[15,21,12,6,12,15,21,34,53,81,28,6]",2023-04-14,"Image pack, Site links, Reviews, Video, Image, People also ask, Recipes, Indented, Related searches",commercial,Organic
decorative dining table centerpiece,7,7,170,44,0.44,https://www.wayfair.com/keyword.php?keyword=dining+room+centerpieces,5,0,2.00,1,39600000,"[0,0,39,0,0,0,7,0,48,0,0,100]",2023-03-24,"Image pack, Video, Image, Video Carousel, People also ask, FAQ","commercial, informational",Organic
large glass sheet,65,65,30,25,0.46,https://www.wayfair.com/decor-pillows/pdp/fleur-de-lis-living-large-stained-glass-window-panel-w009403403.html,0,0,0.00,1,1420000000,"[42,57,42,42,42,42,42,42,42,42,42,0]",2023-03-24,"Image pack, Site links, Video, Image, AdWords bottom, Shopping ads, People also ask",commercial,Organic
how wide is a sink,27,27,70,50,0.00,https://www.wayfair.com/sca/ideas-and-advice/renovation/how-to-measure-a-kitchen-sink-T4892,0,0,0.00,0.95,189000000,"[35,28,5,7,5,12,10,28,28,12,12,28]",2023-03-26,"Image pack, Video, Featured snippet, Image, People also ask, FAQ",informational,Organic
witch carving,25,25,30,20,0.00,https://www.wayfair.com/outdoor/pdp/the-holiday-aisle-carved-witch-pumpkin-thla7878.html,0,0,0.00,0.37,19800000,"[14,14,14,14,14,14,14,78,14,14,14,14]",2023-04-02,"Image pack, Video, Image",informational,Organic
collapse wagon,14,14,480,67,0.53,https://www.wayfair.com/keyword.php?keyword=collapsible+folding+wagon,2,0,1.00,1,88,"[16,0,10,22,22,16,10,10,7,7,7,4]",2023-04-14,"Site links, Video, Image, AdWords top, Shopping ads, FAQ, Indented, Popular products, Related searches",commercial,Organic
settee bench,7,7,3600,38,0.54,https://www.wayfair.com/furniture/sb1/settee-sofas-c413892-a94377~310040.html,108,0,58.00,1,4730000,"[66,44,44,35,35,44,35,35,44,29,35,35]",2023-04-14,"Video, Image, AdWords top, AdWords bottom, Shopping ads, Indented, Related searches",commercial,Organic
settee bench,6,6,3600,38,0.54,https://www.wayfair.com/keyword.php?keyword=high+back+settee+bench,126,0,68.00,1,4730000,"[66,44,44,35,35,44,35,35,44,29,35,35]",2023-04-14,"Video, Image, AdWords top, AdWords bottom, Shopping ads, Indented, Related searches",commercial,Organic
36 x 22 vanity top with sink,3,3,110,27,0.73,https://www.wayfair.com/home-improvement/sb1/36-inches-vanity-tops-c527057-a150765~492989.html,9,0,6.00,1,77,"[17,64,64,64,64,64,64,82,82,82,100,100]",2023-03-23,"Image pack, Video, Image, AdWords bottom, Shopping ads",commercial,Organic
36 x 22 vanity top with sink,4,4,110,27,0.73,https://www.wayfair.com/keyword.php?keyword=36+x+22+bathroom+vanity,7,0,5.00,1,77,"[17,64,64,64,64,64,64,82,82,82,100,100]",2023-03-23,"Image pack, Video, Image, AdWords bottom, Shopping ads",commercial,Organic
5x5 cubicle workstation,10,10,20,1,4.34,https://www.wayfair.com/keyword.php?keyword=5x5+cubicles,0,0,1.00,1,58,"[40,40,40,40,40,40,40,40,40,40,40,40]",2023-04-07,"Image pack, Image, Indented, Related searches",commercial,Organic
free sofas,7,7,140,54,0.83,https://www.wayfair.com/keyword.php?keyword=chemical+free+sofas,4,0,3.00,1,60600000,"[10,8,6,8,10,10,8,10,8,6,5,4]",2023-04-06,"Local pack, Image pack, Video, Image, AdWords top, AdWords bottom, Indented, Related searches",commercial,Organic
gotham steel smokeless grill,22,22,260,40,0.28,https://www.wayfair.com/kitchen-tabletop/pdp/gotham-steel-indoor-smokeless-electric-grill-gtst1082.html,0,0,0.00,1,77,"[32,26,39,32,21,39,21,17,26,17,17,14]",2023-03-30,"Knowledge panel, Image pack, Image, AdWords bottom, Shopping ads, Video Carousel","informational, transactional",Organic
portable easel stand,37,37,110,33,0.60,https://www.wayfair.com/keyword.php?keyword=easel+stand,0,0,0.00,1,4520000,"[21,14,78,78,78,100,100,100,78,100,100,78]",2023-03-24,"Image pack, Site links, Video, Image, AdWords bottom, People also ask, FAQ",commercial,Organic
stay mat,91,91,30,1,3.95,https://www.wayfair.com/rugs/pdp/arlmont-co-asta-lets-stay-home-non-slip-door-mat-w005760978.html,0,0,0.00,1,246000000,"[28,71,71,28,57,100,42,57,28,0,0,28]",2023-04-08,"Site links, Image, Indented, Related searches",commercial,Organic
ergonomic kitchen mat,14,14,110,54,1.36,https://www.wayfair.com/keyword.php?keyword=ergonomic+kitchen+mat,0,0,1.00,1,4080000,"[64,64,64,64,82,64,64,29,82,82,41,41]",2023-04-11,"Site links, Video, Image, FAQ, Related searches",commercial,Organic
wooden knob,5,5,70,22,0.00,https://www.wayfair.com/home-improvement/sb1/wood-cabinet-drawer-knobs-c434273-a122875~385619.html,3,0,0.00,0,24700000,"[14,17,14,21,0,0,1,1,0,1,0,0]",2023-03-27,"Image pack, Video, Image, FAQ",commercial,Organic
ninja professional blender 1000w bl610,34,34,260,45,0.22,https://www.wayfair.com/kitchen-tabletop/pdp/ninja-professional-blender-1000-tzl1015.html,0,0,0.00,1,75,"[53,53,66,53,53,66,53,82,100,66,66,82]",2023-04-02,"Knowledge panel, Image pack, Video, Image, People also ask","informational, transactional",Organic
paint coffee mug,44,44,50,30,0.30,https://www.wayfair.com/kitchen-tabletop/sb1/painted-mugs-teacups-c1775030-a154094~512731.html,0,0,0.00,1,43900000,"[82,41,23,29,23,11,11,11,17,17,52,11]",2023-03-24,"Image pack, Site links, Image, Video Carousel, People also ask, FAQ",commercial,Organic
black to go containers,22,22,140,19,0.78,https://www.wayfair.com/outdoor/pdp/restaurantware-asporto-24-oz-rectangle-black-plastic-to-go-box-with-clear-lid-microwavable-8-x-5-14-x-1-34-100-count-box-qbgc2084.html,0,0,0.00,1,292000000,"[66,52,52,52,66,66,66,66,66,52,80,66]",2023-04-13,"Image pack, Video, Image, AdWords top, Shopping ads, People also ask, Indented, Related searches",commercial,Organic
vintage men's jewelry,20,20,20,28,0.85,https://www.wayfair.com/keyword.php?keyword=vintage+mens+jewelry,0,0,0.00,1,86600000,"[9,0,18,18,0,18,18,0,63,0,9,9]",2023-03-21,"Image pack, Video, Image, People also ask",commercial,Organic
loose weave curtains,3,3,20,14,1.18,https://www.wayfair.com/keyword.php?keyword=loose+weave+curtains,1,0,1.00,1,62,"[22,22,22,22,22,22,22,22,22,22,22,22]",2023-04-15,"Image pack, Video, Image, Indented, Popular products, Related searches",commercial,Organic
outswinging door security,64,64,50,13,1.13,https://www.wayfair.com/home-improvement/sb1/security-door-exterior-doors-c1869662-a126048~450652.html,0,0,0.00,1,1090000,"[9,0,0,14,9,14,14,14,9,80,100,9]",2023-04-08,"Image pack, Video, Image, Shopping ads, FAQ, Indented, Related searches",commercial,Organic
downdraft kitchen ranges,10,10,20,40,1.12,https://www.wayfair.com/keyword.php?keyword=30+inch+slide+in+downdraft+gas+range,0,0,0.00,1,3020000,"[100,0,66,66,66,0,66,66,66,66,66,66]",2023-03-22,"Image pack, Video, Image, AdWords bottom, Shopping ads, People also ask, FAQ",commercial,Organic
welcoming artwork,10,10,140,12,0.71,https://www.wayfair.com/keyword.php?keyword=welcome+home+wall+art,3,0,2.00,1,174000000,"[0,65,65,65,80,100,80,0,65,0,80,0]",2023-03-29,"Image pack, Video, Image",commercial,Organic
70 inch,8,8,1600,71,0.31,https://www.wayfair.com/furniture/sb1/70-inch-tv-stands-entertainment-centers-c1868409-a150703~492642.html,14,0,4.00,0.89,714000000,"[44,44,36,36,44,66,36,44,66,36,24,20]",2023-04-16,"Image pack, Site links, Video, People also ask, FAQ, Popular products, Related searches",commercial,Organic
22x22 outdoor seat cushion covers,2,2,20,34,1.09,https://www.wayfair.com/keyword.php?keyword=22+x+22+outdoor+cushion+covers,2,0,2.00,1,35,"[18,18,18,18,18,18,18,18,18,18,18,18]",2023-04-07,"Video, Image, People also ask, Related searches",commercial,Organic
wedding entryway decoration,70,70,20,24,0.81,https://www.wayfair.com/keyword.php?keyword=taupe+metal+wall+decor,0,0,0.00,1,82,"[2,2,2,2,2,2,2,2,2,2,2,2]",2023-04-01,"Image pack, Image, Video Carousel, FAQ",informational,Organic
jewelry holder ideas,67,67,30,51,0.27,https://www.wayfair.com/sca/ideas-and-advice/guides/the-best-jewelry-storage-ideas-for-different-jewelry-materials-T10069,0,0,0.00,1,47500000,"[100,18,18,18,36,18,18,18,18,18,27,18]",2023-03-29,"Image pack, Site links, Video, Image, Video Carousel, People also ask",informational,Organic
blue sectional,5,5,3600,48,1.10,https://www.wayfair.com/sca/ideas-and-advice/rooms/sectional-sofa-alternatives-we-love-T9194,43,0,47.00,1,140000000,"[54,54,54,43,54,54,54,43,43,43,54,54]",2023-04-12,"Image pack, Video, Image, People also ask, FAQ, Related searches",commercial,People also ask
blue sectional,1,1,3600,48,1.10,https://www.wayfair.com/furniture/sb1/blue-sectionals-c413893-a2483~5285.html,892,0,982.00,1,140000000,"[54,54,54,43,54,54,54,43,43,43,54,54]",2023-04-12,"Image pack, Video, Image, People also ask, FAQ, Related searches",commercial,Organic
mid century entertainment unit,2,2,20,27,0.94,https://www.wayfair.com/furniture/sb2/mid-century-modern-tv-stands-entertainment-centers-c1868409-a94289~309708-a156474~530629.html,2,0,2.00,1,20700000,"[14,14,14,14,14,14,14,14,14,14,14,14]",2023-04-09,"Image pack, Video, Image, Shopping ads, FAQ, Related searches",commercial,Organic
kitchen corner cabinets ideas,39,39,110,30,1.02,https://www.wayfair.com/keyword.php?keyword=tall+kitchen+corner+cabinet,0,0,0.00,1,36200000,"[43,14,18,14,8,22,22,18,29,18,29,22]",2023-03-30,"Image pack, Video, Image, Shopping ads, People also ask, FAQ",informational,Organic
labrador first bath,81,81,70,32,0.00,https://www.wayfair.com/bed-bath/pdp/the-holiday-aisle-labrador-retriever-christmas-rectangle-microfiber-non-slip-bath-rug-thla5209.html,0,0,0.00,0.01,9950000,"[0,0,2,2,0,2,0,0,0,0,0,100]",2023-04-04,"Image pack, Video, People also ask","informational, transactional",Organic
outdoor copper lantern,7,7,140,27,1.45,https://www.wayfair.com/lighting/sb1/copper-outdoor-wall-lighting-c416512-a123778~389614.html,4,0,6.00,1,99,"[100,66,52,80,66,66,52,23,52,52,52,52]",2023-04-03,"Image pack, Video, Image, AdWords bottom, People also ask, FAQ",commercial,Organic
motion light battery,6,6,30,31,0.41,https://www.wayfair.com/lighting/sb2/battery-powered-motion-sensor-security-lights-flood-lights-c1871611-a144821~465877-a144881~466240.html,1,0,0.00,1,92300000,"[40,60,60,20,40,40,40,60,100,100,100,0]",2023-03-24,"Image pack, Video, Image, People also ask",commercial,Organic
silk king comforter set,3,3,90,35,0.60,https://www.wayfair.com/bed-bath/sb2/king-size-silk-bedding-c481592-a9645~33036-a9646~33049.html,2,0,1.00,1,89,"[42,33,42,33,9,66,52,52,33,33,52,52]",2023-04-11,"Image pack, Video, Image, Shopping ads, People also ask, Indented, Related searches",commercial,Organic
putting an adjustable bed in a bed frame,25,25,20,30,1.67,https://www.wayfair.com/keyword.php?keyword=bed+frame+adjustable,0,0,0.00,1,52400000,"[60,40,40,40,40,40,40,40,40,40,40,40]",2023-03-21,"Site links, Image, AdWords bottom, Video Carousel, People also ask, FAQ",informational,Organic
product photography box with light,57,57,30,41,1.22,https://www.wayfair.com/keyword.php?keyword=photography+light+box,0,0,0.00,1,193000000,"[11,100,11,11,11,11,11,11,11,11,11,11]",2023-04-12,"Image pack, Site links, Video, Image, FAQ, Indented, Related searches",commercial,Organic
hand truck near me,54,54,480,51,0.75,https://www.wayfair.com/home-improvement/pdp/spacekeeper-500-lb-capacity-folding-flatform-hand-truck-dolly-czxd1004.html,0,0,0.00,1,349000000,"[81,66,81,100,81,100,81,81,81,66,54,54]",2023-04-14,"Local pack, Image pack, Site links, Image, FAQ, Indented, Related searches",transactional,Organic
hydraulic spa chair,43,43,20,3,3.88,https://www.wayfair.com/furniture/pdp/inbox-zero-hydraulic-adjustable-stool-facial-salon-massage-spa-dental-swivel-rolling-chair-w005387508.html,0,0,0.00,1,81,"[28,28,28,28,28,28,28,28,28,28,28,28]",2023-04-04,"Image pack, Video, Image, Shopping ads",commercial,Organic
outdoor floodlight with camera,91,91,40,59,1.33,https://www.wayfair.com/keyword.php?keyword=outside+security+camera+with+floodlights,0,0,0.00,0.99,14000000,"[27,63,9,27,27,27,100,27,81,0,63,9]",2023-04-09,"Image pack, Site links, Video, Image, AdWords top, Shopping ads, People also ask, FAQ, Indented, Related searches",commercial,Organic
tool box hang on side locker,38,38,30,31,0.36,https://www.wayfair.com/keyword.php?keyword=toolbox+end+locker,0,0,0.00,1,91,"[4,4,4,4,4,4,4,4,4,4,4,22]",2023-04-07,"Image pack, Site links, Video, Image, Shopping ads, Indented, Related searches",commercial,Organic
40 gallon tall tank,22,22,90,22,0.35,https://www.wayfair.com/keyword.php?keyword=40+gallon+aquarium,0,0,0.00,1,10200000,"[18,18,14,18,14,18,14,18,18,22,18,14]",2023-04-03,"Image pack, Video, Image, People also ask, FAQ",commercial,Organic
miragle,89,89,20,19,2.66,https://www.wayfair.com/decor-pillows/pdp/everly-quinn-jamillah-emboridered-square-faux-fur-pillow-cover-insert-w001380377.html,0,0,0.00,0.01,33100,"[66,66,66,66,66,66,66,66,66,0,0,0]",2023-04-15,Indented,commercial,Organic
green brick background,25,25,40,20,0.00,https://www.wayfair.com/decor-pillows/sb2/brick-green-wallpaper-c1861000-a85974~302497-a85976~302511.html,0,0,0.00,0.81,87,"[34,6,6,6,34,6,6,6,6,6,34,6]",2023-04-07,"Image pack, Video, Image, Indented, Related searches",informational,Organic
short pantry,2,2,30,25,0.35,https://www.wayfair.com/kitchen-tabletop/sb1/small-food-pantries-c246777-a136259~456275.html,3,0,1.00,1,52600000,"[2,2,2,2,2,2,2,2,11,2,2,2]",2023-03-26,"Image pack, Video, Image, Shopping ads, People also ask, FAQ",commercial,Organic
short pantry,3,3,30,25,0.35,https://www.wayfair.com/keyword.php?keyword=short+pantry+cabinet,2,0,0.00,1,52600000,"[2,2,2,2,2,2,2,2,11,2,2,2]",2023-03-26,"Image pack, Video, Image, Shopping ads, People also ask, FAQ",commercial,Organic
ivory box,70,70,110,9,0.00,https://www.wayfair.com/bed-bath/sb2/all-box-spring-covers-ivory-cream-bed-skirts-c431081-a9580~336276-a145749~470846.html,0,0,0.00,1,84900000,"[52,52,52,52,66,52,66,52,42,52,52,66]",2023-03-29,"Image pack, Site links, Image",commercial,Organic
