Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
italian restaurants near me,3,0,673000,79,1.33,https://www.tripadvisor.com/Restaurants-g31234-c26-Goodyear_Arizona.html,43745,0.03,58180.00,0.05,96,"[66,66,66,66,81,81,66,66,81,66,66,100]",2023-04-16,"Local pack, Video, FAQ, Indented, Related searches",transactional,Organic
parks near me,3,3,673000,69,3.16,https://www.tripadvisor.com/Attractions-g60893-Activities-c57-Richmond_Virginia.html,43745,0.03,138234.00,0,4600000000,"[67,82,100,100,82,82,82,67,36,55,45,82]",2023-04-16,"Local pack, Site links, Image, Indented, Related searches",transactional,Organic
brunch near me,3,3,673000,63,1.18,https://www.tripadvisor.com/Restaurants-g60845-zfp10606-Greensboro_North_Carolina.html,43745,0.03,51619.00,0.03,411000000,"[81,100,100,81,100,81,81,81,66,66,81,100]",2023-04-16,"Local pack, Video, Indented, Related searches",transactional,Organic
mexican near me,3,3,550000,84,2.29,https://www.tripadvisor.com/Restaurants-c29-Mexican.html,35750,0.03,81867.00,0.01,1140000000,"[81,81,100,81,100,81,81,81,81,81,81,81]",2023-04-16,"Local pack, Video, Indented, Related searches",transactional,Organic
best restaurants near me,2,0,450000,100,0.67,https://www.tripadvisor.com/Restaurants-g60845-Greensboro_North_Carolina.html,36900,0.03,24723.00,0.04,38,"[81,81,81,81,100,100,81,81,81,100,66,81]",2023-04-16,"Local pack, Video, FAQ, Indented, Related searches",transactional,Organic
fun things to do near me,2,2,246000,83,1.21,https://www.tripadvisor.com/Attractions,32472,0.02,39291.00,0.08,64,"[54,54,54,66,81,66,44,44,36,44,54,44]",2023-04-16,"Knowledge panel, Video, Indented, Related searches","informational, transactional",Organic
mexican restaurants near me,4,0,673000,77,1.40,https://www.tripadvisor.com/Restaurants-g44862-c29-Rolla_Missouri.html,29612,0.02,41456.00,0.02,138000000,"[67,67,82,82,82,67,67,67,67,55,67,67]",2023-04-16,"Local pack, Video, Related searches",transactional,Organic
mexican restaurant near me,4,4,550000,83,1.40,https://www.tripadvisor.com/Restaurants-g35322-c29-Tucker_Georgia.html,24200,0.02,33880.00,0.02,279000000,"[66,66,81,81,81,81,66,66,54,66,66,66]",2023-04-16,"Local pack, FAQ, Indented, Related searches",transactional,Organic
pizza near me,15,14,5000000,96,1.69,https://www.tripadvisor.com/Restaurants-c31-Pizza.html,25000,0.02,42250.00,0.14,93,"[81,81,81,100,100,81,100,81,100,81,66,81]",2023-04-16,"Local pack, Video, FAQ, Indented, Related searches",transactional,Organic
chinese near me,7,0,1220000,90,2.60,https://www.tripadvisor.com/Restaurants-g51048-c11-Toledo_Ohio.html,29280,0.02,76128.00,0.02,75,"[81,81,81,81,100,81,81,81,81,100,81,81]",2023-04-16,"Local pack, Reviews, FAQ, Indented, Related searches",transactional,Organic
italian restaurants near me,4,3,673000,79,1.33,https://www.tripadvisor.com/Restaurants-g34705-c26-Venice_Florida.html,29612,0.02,39383.00,0.05,96,"[66,66,66,66,81,81,66,66,81,66,66,100]",2023-04-16,"Local pack, Video, FAQ, Indented, Related searches",transactional,Organic
parks near me,4,0,673000,69,3.16,https://www.tripadvisor.com/Attractions-g49136-Activities-c57-Fayetteville_North_Carolina.html,29612,0.02,93573.00,0,4600000000,"[67,82,100,100,82,82,82,67,36,55,45,82]",2023-04-16,"Local pack, Site links, Image, Indented, Related searches",transactional,Organic
resturants near me,2,1,301000,100,1.69,https://www.tripadvisor.com/Restaurants,24682,0.02,41712.00,0.03,81,"[81,81,81,81,100,81,66,81,66,81,81,81]",2023-04-16,"Local pack, Video, FAQ, Indented, Related searches",transactional,Organic
tulum mexico,1,1,110000,74,0.45,https://www.tripadvisor.com/Tourism-g150813-Tulum_Yucatan_Peninsula-Vacations.html,27280,0.02,12276.00,0.06,35800000,"[100,66,36,66,54,66,54,54,54,66,100,66]",2023-04-16,"Knowledge panel, Site links, Video, Image, FAQ, Related searches, See results about",informational,Organic
food open near me,10,0,1220000,76,2.52,https://www.tripadvisor.com/Restaurants-g48254-zfp8-Newburgh_New_York.html,23180,0.02,58413.00,0.04,4910000000,"[54,54,66,66,81,66,54,66,54,66,66,44]",2023-04-16,"Local pack, Video, Indented, Related searches",transactional,Organic
pho near me,4,0,673000,52,1.42,https://www.tripadvisor.com/Restaurants-g30375-zfd19953-Birmingham_Alabama-Pho.html,29612,0.02,42049.00,0.02,94,"[67,82,82,67,82,82,55,67,67,82,67,55]",2023-04-16,"Local pack, Reviews, Video, FAQ, Indented, Related searches",transactional,Organic
restaurants nearby,1,1,201000,100,1.54,https://www.tripadvisor.com/Restaurants,26532,0.02,40859.00,0.03,59,"[36,54,54,66,66,66,66,66,54,54,100,81]",2023-04-16,"Local pack, Video, Image, FAQ, Indented, Related searches",transactional,Organic
things to do in chicago,1,1,110000,73,0.29,https://www.tripadvisor.com/Attractions-g35805-Activities-Chicago_Illinois.html,27280,0.02,7911.00,0.61,1450000000,"[81,81,81,100,100,81,67,67,54,54,67,54]",2023-04-16,"Knowledge panel, Site links, Video, Image, AdWords bottom, FAQ, Indented, Related searches","commercial, informational",Organic
indian food near me,5,5,673000,66,1.58,https://www.tripadvisor.com/Restaurants-c24-Indian.html,23555,0.02,37216.00,0.04,4120000000,"[66,66,66,66,100,81,100,100,81,81,66,81]",2023-04-16,"Local pack, Video, FAQ, Indented, Related searches",transactional,Organic
mexican near me,4,0,550000,84,2.29,https://www.tripadvisor.com/Restaurants-g60970-c29-Murfreesboro_Tennessee.html,24200,0.02,55418.00,0.01,1140000000,"[81,81,100,81,100,81,81,81,81,81,81,81]",2023-04-16,"Local pack, Video, Indented, Related searches",transactional,Organic
park near me,3,4,368000,89,3.16,https://www.tripadvisor.com/Attractions-g60893-Activities-c57-Richmond_Virginia.html,23920,0.02,75587.00,0,6570000000,"[81,81,81,100,81,66,66,66,44,36,36,44]",2023-04-16,"Local pack, Site links, Image, Indented, Related searches",transactional,Organic
bowling near me,6,0,1000000,71,1.20,https://www.tripadvisor.com/Attractions-g34515-Activities-c56-t128-Orlando_Florida.html,24000,0.02,28800.00,0.03,2050000000,"[100,81,67,81,81,67,67,67,67,81,100,81]",2023-04-16,"Local pack, Video, Image, Indented, Related searches",transactional,Organic
attractions near me,1,1,90500,77,0.86,https://www.tripadvisor.com/Attractions,22444,0.02,19301.00,0.09,86,"[54,54,54,66,81,81,54,54,54,36,30,36]",2023-04-16,"Image pack, Video, Image, FAQ, Indented, Related searches",transactional,Organic
tulum,2,3,201000,75,0.50,https://www.tripadvisor.com/Tourism-g150813-Tulum_Yucatan_Peninsula-Vacations.html,26532,0.02,13266.00,0.04,66500000,"[81,66,66,66,54,54,36,44,44,54,100,66]",2023-04-16,"Knowledge panel, Site links, Video, Image, FAQ, Indented, Related searches, See results about",informational,Organic
cafe near me,2,5,301000,75,2.10,https://www.tripadvisor.com/Restaurants-c8-Cafe.html,24682,0.02,51832.00,0.03,3370000000,"[54,54,54,54,100,66,66,100,66,66,66,81]",2023-04-16,"Local pack, Related searches",transactional,Organic
good restaurants near me,1,1,110000,100,0.74,https://www.tripadvisor.com/Restaurants,14520,0.01,10744.00,0.04,34,"[100,81,81,81,100,81,81,81,67,67,81,81]",2023-04-16,"Local pack, Video, Indented, Related searches",transactional,Organic
zoo,1,1,368000,100,0.51,https://www.tripadvisor.com/Attraction_Review-g32655-d116885-Reviews-Los_Angeles_Zoo_Botanical_Gardens-Los_Angeles_California.html,11960,0.01,6099.00,0.01,1030000000,"[100,29,29,44,44,36,44,36,16,44,44,54]",2023-04-16,"Knowledge panel, Local pack, Site links, Image, People also ask, Indented, Related searches",informational,People also ask
food nearby,1,1,110000,96,2.24,https://www.tripadvisor.com/Restaurants,14520,0.01,32524.00,0.03,81,"[66,66,66,66,81,66,66,66,66,54,100,54]",2023-04-16,"Local pack, Video, Image, Recipes, Indented, Related searches",transactional,Organic
fun things to do near me,3,0,246000,83,1.21,https://www.tripadvisor.com/Attractions-g48503-Activities-c56-Rochester_Finger_Lakes_New_York.html,20172,0.01,24408.00,0.08,64,"[54,54,54,66,81,66,44,44,36,44,54,44]",2023-04-16,"Knowledge panel, Video, Indented, Related searches","informational, transactional",Organic
copenhagen,4,5,201000,84,1.05,https://www.tripadvisor.com/Tourism-g189541-Copenhagen_Zealand-Vacations.html,13065,0.01,13718.00,0.01,362000000,"[36,36,36,44,100,36,36,44,44,30,66,30]",2023-04-16,"Knowledge panel, Site links, Video, Image, Indented","informational, transactional",Organic
mall near me,1,1,550000,72,1.37,https://www.tripadvisor.com/Attractions-g34515-Activities-c26-t143-Orlando_Florida.html,19250,0.01,26372.00,0.01,1420000000,"[66,81,81,81,100,81,66,66,66,81,54,54]",2023-04-16,"Local pack, People also ask, Indented, Related searches",transactional,Organic
mall near me,1,0,550000,72,1.37,https://www.tripadvisor.com/Attractions-g28971-Activities-c26-t143-West_Virginia.html,12100,0.01,16577.00,0.01,1420000000,"[66,81,81,81,100,81,66,66,66,81,54,54]",2023-04-16,"Local pack, People also ask, Indented, Related searches",transactional,People also ask
chinese restaurants near me,4,0,301000,88,1.63,https://www.tripadvisor.com/Restaurants-g34575-c11-Port_Charlotte_Florida.html,13244,0.01,21587.00,0.03,52,"[81,66,81,81,81,81,100,81,100,100,81,81]",2023-04-16,"Local pack, Video, FAQ, Indented, Related searches",transactional,Organic
indian restaurant near me,2,3,165000,68,1.75,https://www.tripadvisor.com/Restaurants-c24-Indian.html,13530,0.01,23677.00,0.05,618000000,"[67,82,82,82,100,100,82,82,100,82,67,67]",2023-04-16,"Local pack, Video, Related searches",transactional,Organic
cabo san lucas,2,18,201000,74,0.48,https://www.tripadvisor.com/Tourism-g152515-Cabo_San_Lucas_Los_Cabos_Baja_California-Vacations.html,16482,0.01,7911.00,0.14,40900000,"[100,81,66,66,66,66,54,54,54,81,100,66]",2023-04-16,"Site links, Video, Image, FAQ, Indented, Address pack, Related searches",informational,Organic
antigua,3,4,135000,85,0.55,https://www.tripadvisor.com/Tourism-g147242-Antigua_Antigua_and_Barbuda-Vacations.html,11070,0.01,6088.00,0.07,1300000000,"[82,67,54,54,54,54,54,54,54,67,100,67]",2023-04-16,"Knowledge panel, Site links, Video, Image, Related searches",informational,Organic
white water rafting,1,1,60500,60,1.07,https://www.tripadvisor.com/Articles-lZE3ni5GqgOc-Best_white_water_rafting_trips_usa.html,15004,0.01,16054.00,0.18,38600000,"[24,36,54,81,100,54,24,13,8,13,20,24]",2023-04-16,"Local pack, Top stories, Site links, Video, Image, FAQ, Indented, Related searches, See results about",commercial,Organic
punta cana,3,3,246000,78,0.56,https://www.tripadvisor.com/Tourism-g147293-Punta_Cana_La_Altagracia_Province_Dominican_Republic-Vacations.html,20172,0.01,11296.00,0.11,72500000,"[100,81,81,81,81,66,66,54,54,66,100,81]",2023-04-16,"Knowledge panel, Site links, Video, Image, FAQ, Related searches",informational,Organic
chinese buffet near me,4,0,301000,64,1.70,https://www.tripadvisor.com/ShowUserReviews-g55711-d4958038-r378449190-Jumbo_Super_Buffet-Dallas_Texas.html,13244,0.01,22514.00,0.01,61,"[81,81,81,81,81,81,66,66,66,81,100,81]",2023-04-16,"Local pack, Video, Recipes, Indented, Related searches",transactional,Organic
cancun resorts,1,2,49500,79,1.07,https://www.tripadvisor.com/HotelsList-Cancun-All-Inclusive-Resorts-zfp41319.html,12276,0.01,13135.00,0.14,180000000,"[100,66,44,66,54,54,44,54,66,54,100,66]",2023-04-16,"Video, Image, Hotels Pack, People also ask, FAQ, Related searches",commercial,Organic
things to do in boston,1,1,74000,76,0.15,https://www.tripadvisor.com/Attractions-g60745-Activities-Boston_Massachusetts.html,18352,0.01,2752.00,0.46,916000000,"[81,81,100,100,100,100,81,81,54,54,66,81]",2023-04-16,"Knowledge panel, Site links, Video, Image, FAQ, Related searches","commercial, informational",Organic
montreal,4,4,201000,99,0.91,https://www.tripadvisor.com/Tourism-g155032-Montreal_Quebec-Vacations.html,13065,0.01,11889.00,0.02,1170000000,"[81,67,67,81,81,81,81,67,100,67,100,54]",2023-04-16,"Knowledge panel, Site links, Video, Image, Related searches, See results about","commercial, informational",Organic
bakery near me,7,7,673000,86,1.22,https://www.tripadvisor.com/Restaurants-g60742-zfg9901-Asheville_North_Carolina.html,16152,0.01,19705.00,0.19,607000000,"[82,67,67,67,82,82,82,67,67,67,55,67]",2023-04-16,"Local pack, Image",transactional,Organic
good food near me,1,1,165000,100,1.69,https://www.tripadvisor.com/Restaurants,21780,0.01,36808.00,0.03,39,"[67,67,82,67,100,82,82,100,82,54,54,67]",2023-04-16,"Local pack, Video, People also ask, Recipes, Indented, Related searches",transactional,Organic
diners near me,3,3,201000,93,1.66,https://www.tripadvisor.com/Restaurants,13065,0.01,21687.00,0.03,78,"[54,66,66,66,66,66,54,66,100,54,54,54]",2023-04-16,"Local pack, Site links, Video, Related searches",transactional,Organic
coffee shops near me,7,5,550000,70,1.68,https://www.tripadvisor.com/Restaurants-g34471-c8-New_Smyrna_Beach_Florida.html,13200,0.01,22176.00,0.04,411000000,"[66,44,66,81,54,44,81,44,100,54,81,66]",2023-04-16,"Local pack, Image, FAQ, Indented, Related searches",transactional,Organic
wineries near me,1,2,90500,56,1.61,https://www.tripadvisor.com/Attractions-g33055-Activities-c36-t132-Santa_Rosa_Sonoma_County_California.html,11946,0.01,19233.00,0.15,159000000,"[44,81,54,66,81,66,66,66,36,44,36,36]",2023-04-16,"Local pack, Image, Related searches",transactional,Organic
best food near me,1,1,165000,100,2.03,https://www.tripadvisor.com/Restaurants,21780,0.01,44213.00,0.02,33,"[82,82,100,100,100,100,82,82,67,100,67,82]",2023-04-16,"Local pack, Video, People also ask, Recipes, Indented, Related searches",transactional,Organic
things to do in miami,1,1,74000,72,0.35,https://www.tripadvisor.com/Attractions-g34438-Activities-Miami_Florida.html,18352,0.01,6423.00,0.69,551000000,"[67,54,54,54,67,54,36,36,36,54,54,44]",2023-04-16,"Knowledge panel, Site links, Video, Image, FAQ, Indented, Related searches","commercial, informational",Organic
anna maria island,3,3,165000,63,0.69,https://www.tripadvisor.com/Tourism-g635970-Anna_Maria_Island_Florida-Vacations.html,13530,0.01,9335.00,0.18,60600000,"[81,67,67,81,81,67,81,44,30,54,67,67]",2023-04-16,"Knowledge panel, Top stories, Site links, Video, Image, FAQ, Indented, Related searches",informational,Organic
new orleans,5,8,673000,100,0.56,https://www.tripadvisor.com/Tourism-g60864-New_Orleans_Louisiana-Vacations.html,16152,0.01,9045.00,0.03,907000000,"[81,55,36,30,36,36,30,45,67,67,55,45]",2023-04-16,"Knowledge panel, Top stories, Site links, Image, People also ask, Related searches, See results about",informational,Organic
things to do in new york,1,1,49500,86,0.29,https://www.tripadvisor.com/Attractions-g60763-Activities-New_York_City_New_York.html,12276,0.01,3560.00,0.64,3480000000,"[81,81,81,100,100,81,100,81,81,81,81,66]",2023-04-17,"Knowledge panel, Site links, Video, Image, FAQ, Indented, Related searches","commercial, informational",Organic
food around me,2,1,135000,100,2.59,https://www.tripadvisor.com/Restaurants,11070,0.01,28671.00,0.03,80,"[67,82,82,82,82,82,67,82,67,67,67,67]",2023-04-16,"Local pack, Video, Image, FAQ, Recipes, Indented, Related searches",commercial,Organic
things to do in orlando,1,1,74000,62,0.48,https://www.tripadvisor.com/Attractions-g34515-Activities-Orlando_Florida.html,18352,0.01,8808.00,0.62,295000000,"[100,81,81,81,81,66,54,54,54,81,81,81]",2023-04-16,"Knowledge panel, Site links, Video, Image, FAQ, Indented, Related searches",informational,Organic
seafood restaurants near me,3,3,201000,89,1.57,https://www.tripadvisor.com/Restaurants-c33-Seafood.html,13065,0.01,20512.00,0.06,94,"[66,66,54,81,81,54,54,44,36,36,44,44]",2023-04-16,"Local pack, Video, Indented, Related searches",transactional,Organic
japanese restaurant near me,2,2,201000,72,1.21,https://www.tripadvisor.com/Restaurants-c27-Japanese.html,16482,0.01,19943.00,0.02,345000000,"[67,67,67,67,100,67,67,100,67,81,81,81]",2023-04-16,"Local pack, Site links, Indented, Related searches",transactional,Organic
places to visit near me,1,1,60500,81,0.94,https://www.tripadvisor.com/Attractions-g32411-Activities-Fremont_California.html,15004,0.01,14103.00,0.09,83,"[54,100,81,54,100,81,66,66,54,81,81,36]",2023-04-16,"Knowledge panel, Video, FAQ, Indented, Related searches","informational, transactional",Organic
antique stores near me,3,0,246000,50,1.08,https://www.tripadvisor.com/Attractions-g55229-Activities-c26-t137-Nashville_Davidson_County_Tennessee.html,15990,0.01,17269.00,0.02,408000000,"[81,81,100,81,100,100,81,81,81,81,100,100]",2023-04-16,"Local pack, Video, Image, Indented, Related searches",transactional,Organic
antique stores near me,2,2,246000,50,1.08,https://www.tripadvisor.com/Attractions-g39604-Activities-c26-t137-Louisville_Kentucky.html,20172,0.01,21785.00,0.02,408000000,"[81,81,100,81,100,100,81,81,81,81,100,100]",2023-04-16,"Local pack, Video, Image, Indented, Related searches",transactional,Organic
santorini greece,1,1,60500,76,0.51,https://www.tripadvisor.com/Tourism-g189433-Santorini_Cyclades_South_Aegean-Vacations.html,15004,0.01,7652.00,0.05,38600000,"[81,66,81,81,100,66,66,54,44,44,100,66]",2023-04-16,"Knowledge panel, Image pack, Site links, Video, Image, FAQ, Indented, Related searches",informational,Organic
things to do in seattle,1,1,60500,73,0.23,https://www.tripadvisor.com/Attractions-g60878-Activities-Seattle_Washington.html,15004,0.01,3450.00,0.47,476000000,"[66,66,66,81,100,100,66,54,54,54,100,54]",2023-04-16,"Knowledge panel, Site links, Video, Image, FAQ, Indented, Related searches","commercial, informational",Organic
things to do in las vegas,1,1,74000,83,0.52,https://www.tripadvisor.com/Attractions-g45963-Activities-Las_Vegas_Nevada.html,18352,0.01,9543.00,0.69,463000000,"[67,54,54,54,54,54,44,44,44,54,67,54]",2023-04-16,"Knowledge panel, Site links, Video, Image, FAQ, Indented, Related searches","commercial, informational",Organic
resturants,1,1,90500,100,1.54,https://www.tripadvisor.com/Restaurants,11946,0.01,18396.00,0.03,3810000000,"[55,67,67,67,67,67,67,67,67,100,82,82]",2023-04-16,"Local pack, Image pack, Image, Related searches",commercial,Organic
bars near me,10,0,1000000,95,2.67,https://www.tripadvisor.com/Restaurants,19000,0.01,50730.00,0.02,46,"[81,66,81,81,81,81,66,66,54,66,66,66]",2023-04-16,"Local pack, Video, Image, Indented, Related searches",transactional,Organic
activities near me,3,3,135000,82,1.05,https://www.tripadvisor.com/Attractions,11070,0.01,11623.00,0.1,98,"[54,54,54,100,82,67,45,54,45,82,54,54]",2023-04-16,"Knowledge panel, Site links, Video, Image, FAQ, Indented, Related searches","informational, transactional",Organic
things to do in vegas,1,1,60500,83,0.46,https://www.tripadvisor.com/Attractions-g45963-Activities-Las_Vegas_Nevada.html,15004,0.01,6901.00,0.71,584000000,"[81,66,66,66,66,66,54,54,54,54,81,66]",2023-04-16,"Knowledge panel, Site links, Video, Image, People also ask, FAQ, Related searches","commercial, informational",Organic
puerto escondido,1,1,49500,56,0.83,https://www.tripadvisor.com/Tourism-g153373-Puerto_Escondido_Southern_Mexico-Vacations.html,12276,0.01,10189.00,0.03,20500000,"[81,100,81,81,54,100,54,66,66,81,100,66]",2023-04-17,"Knowledge panel, Site links, Video, Image, People also ask, FAQ, Related searches",informational,Organic
poke,1,1,301000,87,0.90,https://www.tripadvisor.com/FAQ_Answers-g60982-d3412034-t1020876-What_the_hell_is_poke.html,19866,0.01,17879.00,0.01,444000000,"[81,44,81,44,44,66,54,44,100,66,81,66]",2023-04-16,"Knowledge panel, Local pack, Site links, Reviews, Image, People also ask, Recipes, Indented, Related searches, See results about",commercial,People also ask
turks and caicos islands,1,6,60500,84,0.67,https://www.tripadvisor.com/Tourism-g147395-Turks_and_Caicos-Vacations.html,15004,0.01,10052.00,0.03,319000000,"[81,54,54,81,54,100,54,81,44,54,54,36]",2023-04-16,"Knowledge panel, Image pack, Site links, Video, Image, People also ask, Related searches, See results about",informational,Organic
pizza places near me,5,0,368000,83,1.82,https://www.tripadvisor.com/Restaurants-g50470-c31-Independence_Ohio.html,12880,0.01,23441.00,0.12,88,"[54,54,54,66,66,54,54,54,44,54,44,44]",2023-04-16,"Local pack, Video, Indented, Related searches",transactional,Organic
