Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
krfc704fps,1,1,2900,34,2.30,https://www.kitchenaid.com/major-appliances/refrigeration/refrigerators/french-door-refrigerators/p.23.8-cu.-ft.-36-counter-depth-french-door-platinum-interior-refrigerator-with-printshield-finish.krfc704fps.html,719,0.02,1654.00,1,40400,"[81,81,65,65,65,81,65,65,65,54,65,54]",2023-04-07,"Site links, Image, People also ask, Related products, Related searches","informational, transactional",Organic
new mixer,1,1,2400,52,4.05,https://www.kitchenaid.com/countertop-appliances/stand-mixers.html,595,0.02,2410.00,0.09,277000000,"[65,81,65,54,54,54,54,54,36,43,54,54]",2023-04-02,"Image pack, Site links, Video, Image",commercial,Organic
kithenaide dishwasher,2,2,4400,51,1.72,https://www.kitchenaid.com/major-appliances/dishwashers/see-all.html,580,0.02,998.00,1,86,"[100,100,100,100,100,100,100,0,0,0,0,0]",2023-04-07,"Site links, Video, Image, AdWords top, Shopping ads, People also ask, FAQ, Indented, Related searches",commercial,Organic
kdtm604kps,1,1,2900,35,3.04,https://www.kitchenaid.com/major-appliances/dishwashers/integrated-control/p.44-dba-dishwasher-in-printshield-finish-with-freeflex-third-rack.kdtm604kps.html,719,0.02,2186.00,1,25300,"[53,53,53,44,44,44,44,44,53,44,53,53]",2023-04-02,"Knowledge panel, Video, Image",informational,Organic
kitchen hand mixer,1,1,2400,62,0.35,https://www.kitchenaid.com/countertop-appliances/hand-mixers/hand-mixer-products.html,595,0.02,208.00,1,54700000,"[36,24,28,19,28,28,19,100,43,66,36,28]",2023-04-01,"Site links, Video, Image, FAQ",commercial,Organic
standing mixer,3,3,6600,81,0.44,https://www.kitchenaid.com/countertop-appliances/stand-mixers.html,541,0.02,238.00,1,25600000,"[44,24,29,29,29,54,16,16,24,36,13,10]",2023-04-07,"Image pack, Site links, Video, Image, Shopping ads, People also ask, FAQ, Related searches",commercial,Organic
mixer stand,2,2,5400,79,0.44,https://www.kitchenaid.com/countertop-appliances/stand-mixers.html,712,0.02,313.00,1,382000000,"[44,44,66,66,44,0,16,8,10,13,8,13]",2023-04-07,"Image pack, Site links, Video, Image, FAQ, Related searches",commercial,Organic
dishwasher width,1,1,2900,53,0.79,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-choose-the-right-dishwasher-size.html,719,0.02,568.00,1,0,"[81,65,81,65,81,54,65,65,65,65,81,65]",2023-04-02,"Carousel, Image pack, Site links, Video, Featured snippet, Image, People also ask, FAQ",informational,Organic
air fryer vs oven,1,1,2400,65,0.12,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/air-frying-vs-oven-cooking-methods.html,595,0.02,71.00,0.24,0,"[44,44,35,35,44,44,35,53,53,44,53,35]",2023-04-04,"Carousel, Site links, Video, Featured snippet, Image, People also ask, FAQ",informational,Organic
krmf706ess,1,1,2900,46,1.50,https://www.kitchenaid.com/major-appliances/refrigeration/refrigerators/french-door-refrigerators/p.25.8-cu.-ft.-36-multi-door-freestanding-refrigerator-with-platinum-interior-design.krmf706ess.html,719,0.02,1078.00,1,80300,"[80,80,80,80,80,100,80,66,66,52,80,66]",2023-04-01,"Knowledge panel, Video, Image, People also ask",informational,Organic
kdte204kps,1,1,2900,32,2.94,https://www.kitchenaid.com/major-appliances/dishwashers/integrated-control/p.39-dba-dishwasher-in-printshield-finish-with-third-level-utensil-rack.kdte204kps.html,719,0.02,2114.00,1,28100,"[65,54,54,54,43,54,54,65,100,65,65,65]",2023-04-06,"Knowledge panel, Video, Image, People also ask, Related products, Related searches",informational,Organic
types of pastries,1,1,2400,44,0.00,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/types-of-pastry.html,595,0.02,0.00,0.04,0,"[80,66,80,52,100,66,52,52,80,66,66,66]",2023-04-02,"Carousel, Site links, Reviews, Video, Featured snippet, Image, People also ask",informational,Organic
counter depth vs standard depth,1,1,2900,38,0.33,https://www.kitchenaid.com/pinch-of-help/major-appliances/counter-depth-vs-standard-depth.html,719,0.02,237.00,0.98,316000000,"[52,66,66,66,100,80,100,80,100,52,80,52]",2023-04-01,"Site links, Video, Featured snippet, Image, People also ask, FAQ","commercial, informational",Organic
kitchenaid dishwasher parts,3,3,6600,48,1.45,https://www.kitchenaid.com/replacement-parts.html,541,0.02,784.00,1,43,"[54,44,44,44,44,44,44,44,54,54,54,44]",2023-04-07,"Site links, Video, Image, Shopping ads, People also ask, Indented, Related searches",commercial,Organic
kode500ess,1,1,2400,38,1.50,https://www.kitchenaid.com/major-appliances/wall-ovens/double-wall-ovens/p.30-double-wall-oven-with-even-heat-true-convection.kode500ess.html,595,0.02,892.00,1,43700,"[100,82,65,65,65,82,82,82,100,82,82,65]",2023-04-04,"Knowledge panel, Video, Image, AdWords top",informational,Organic
kitchen mixer,2,2,5400,74,0.60,https://www.kitchenaid.com/countertop-appliances/stand-mixers.html,712,0.02,427.00,1,104000000,"[36,44,36,36,29,36,44,54,81,100,44,44]",2023-04-07,"Site links, Video, Image, Shopping ads, FAQ, Related searches",commercial,Organic
kitchen maid mixer,1,1,2900,76,1.35,https://www.kitchenaid.com/countertop-appliances/stand-mixers.html,719,0.02,970.00,1,14400000,"[19,13,28,24,43,24,43,54,100,66,66,43]",2023-04-07,"Site links, Video, Image, Shopping ads, People also ask, FAQ, Indented, Related searches",transactional,Organic
kitchen stand mixer,1,1,2900,75,1.66,https://www.kitchenaid.com/countertop-appliances/stand-mixers.html,719,0.02,1193.00,1,31500000,"[36,100,81,65,54,65,54,81,100,81,54,54]",2023-04-02,"Image pack, Site links, Video, Image, Shopping ads, People also ask, FAQ",commercial,Organic
koce500ess,1,1,2900,44,2.99,https://www.kitchenaid.com/major-appliances/wall-ovens/combination-wall-ovens/p.30-combination-wall-oven-with-even-heat-true-convection-lower-oven.koce500ess.html,719,0.02,2150.00,1,70400,"[81,66,66,53,53,53,53,44,53,44,53,44]",2023-04-03,"Knowledge panel, Site links, Video, Image, Shopping ads","informational, transactional",Organic
krff507hps,1,1,2900,32,1.59,https://www.kitchenaid.com/major-appliances/refrigeration/refrigerators/french-door-refrigerators/p.26.8-cu.-ft.-36-inch-width-standard-depth-french-door-refrigerator-with-exterior-ice-and-water-and-printshield-finish.krff507hps.html,719,0.02,1143.00,1,25600,"[100,66,53,53,53,53,44,44,53,35,44,44]",2023-04-01,"Knowledge panel, Video, Image, Shopping ads","informational, transactional",Organic
krsc703hps,1,1,1300,30,1.57,https://www.kitchenaid.com/major-appliances/refrigeration/refrigerators/side-by-side-refrigerators/p.22.6-cu-ft.-counter-depth-side-by-side-refrigerator-with-exterior-ice-and-water-and-printshield-finish.krsc703hps.html,322,0.01,506.00,1,21900,"[84,84,84,84,84,84,68,68,68,52,68,52]",2023-04-04,"Knowledge panel, Video, Image",informational,Organic
juicer vs blender,1,1,1600,38,0.31,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/juicer-vs-blender.html,396,0.01,123.00,0.95,14900000,"[54,43,22,43,36,22,36,29,22,43,54,29]",2023-04-03,"Site links, Reviews, Video, Featured snippet, Image, Video Carousel, People also ask","commercial, informational",Organic
what is pavlova,4,4,4400,48,0.00,https://www.kitchenaid.com/pinch-of-help/stand-mixers/what-is-pavlova.html,286,0.01,0.00,0,18700000,"[23,19,23,16,23,100,66,44,81,81,81,66]",2023-04-05,"Knowledge panel, Site links, Reviews, Video, People also ask",informational,Organic
frother,9,0,33100,58,0.19,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/how-to-use-a-milk-frother.html,297,0.01,56.00,1,20900000,"[54,54,54,66,54,54,54,81,81,100,81,66]",2023-04-07,"Video, Image, AdWords top, Shopping ads, People also ask, FAQ, Related searches",commercial,Organic
coffee vs espresso,2,2,2400,52,0.27,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/coffee-vs-espresso.html,316,0.01,85.00,0.05,261000000,"[44,35,35,35,35,35,44,53,53,53,66,53]",2023-04-02,"Site links, Featured snippet, People also ask, FAQ",informational,Organic
glass mixer bowl,1,1,1300,41,0.32,https://www.kitchenaid.com/countertop-appliances/stand-mixers/bowls/glass.html,322,0.01,103.00,1,90,"[8,20,1,1,1,100,55,100,100,65,55,0]",2023-04-04,"Image pack, Site links, Reviews, Video, Image, Video Carousel, People also ask",commercial,Organic
iced coffee vs cold brew,1,1,1900,49,0.07,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/cold-brew-vs-iced-coffee.html,471,0.01,32.00,0.08,27500000,"[29,36,43,43,54,43,36,65,36,20,65,29]",2023-04-01,"Reviews, Video, Featured snippet, People also ask, FAQ",informational,Organic
refrigerator,32,35,450000,97,0.80,https://www.kitchenaid.com/major-appliances/refrigeration/refrigerators.html,315,0.01,252.00,1,592000000,"[81,66,81,81,81,81,81,66,81,66,100,66]",2023-04-07,"Top stories, Site links, Video, Image, Shopping ads, People also ask, Popular products",commercial,Organic
kmhc319ess,1,1,1300,26,1.48,https://www.kitchenaid.com/owners-center-pdp.KMHC319ESS.html,322,0.01,477.00,1,27000,"[66,41,41,36,36,36,36,41,100,54,41,30]",2023-04-04,"Knowledge panel, Video, Image, AdWords top, People also ask",informational,Organic
kdfe204kps,1,1,1900,38,2.41,https://www.kitchenaid.com/major-appliances/dishwashers/front-controls/p.39-dba-dishwasher-in-printshield-finish-with-third-level-utensil-rack.kdfe204kps.html,471,0.01,1135.00,1,22600,"[44,36,44,44,52,44,44,52,100,80,66,66]",2023-04-07,"Knowledge panel, Site links, Video, Image, Related products, Related searches",informational,Organic
immersion blender,11,11,74000,79,0.48,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/heres-why-you-need-an-immersion-blender.html,370,0.01,177.00,1,16200000,"[36,30,36,24,30,36,44,67,100,81,67,36]",2023-04-07,"Video, Image, Shopping ads, People also ask, FAQ, Indented, Related searches",commercial,Organic
kitchenaid juicer attachment,2,2,2900,39,0.35,https://www.kitchenaid.com/owners-center-pdp.KSM1JA.html,382,0.01,133.00,1,77,"[36,43,43,43,36,36,36,28,43,54,54,43]",2023-04-01,"Knowledge panel, Video, Image, People also ask",informational,Organic
what is air frying,2,2,2400,75,0.11,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/what-is-an-air-fryer-and-how-to-air-fry-guide.html,316,0.01,34.00,0.57,130000000,"[18,81,29,24,44,29,29,66,66,44,53,29]",2023-04-02,"Knowledge panel, Site links, Reviews, Video, Image, People also ask, FAQ",informational,Organic
standard microwave size,1,1,1300,50,0.52,https://www.kitchenaid.com/pinch-of-help/major-appliances/microwave-dimensions.html,322,0.01,167.00,1,120000000,"[81,81,62,100,81,100,62,62,81,62,81,62]",2023-04-05,"Site links, Video, Featured snippet, Image, People also ask, FAQ",informational,Organic
types of pastry,1,1,1300,46,0.00,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/types-of-pastry.html,322,0.01,0.00,0.04,0,"[30,82,24,65,24,24,65,82,34,44,65,30]",2023-04-01,"Carousel, Site links, Reviews, Featured snippet, Video Carousel, People also ask",informational,Organic
dishwasher parts kitchenaid,2,2,2400,45,1.45,https://www.kitchenaid.com/replacement-parts.html,316,0.01,459.00,1,50,"[80,52,66,66,66,66,52,66,66,66,66,52]",2023-04-03,"Image pack, Site links, Video, Image",commercial,Organic
immersion blender uses,1,1,1300,53,0.15,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/immersion-blender-uses.html,322,0.01,48.00,0.94,1990000,"[24,24,30,24,34,30,34,44,82,100,55,34]",2023-04-06,"Site links, Reviews, Video, Featured snippet, Image, People also ask, FAQ",informational,Organic
kose500ess,1,1,1600,30,1.46,https://www.kitchenaid.com/major-appliances/wall-ovens/single-wall-ovens/p.30-single-wall-oven-with-even-heat-true-convection.kose500ess.html,396,0.01,579.00,1,38000,"[100,100,84,84,68,84,84,84,100,84,84,84]",2023-04-05,"Knowledge panel, Image",informational,Organic
electric vs gas stove,1,1,1300,48,0.34,https://www.kitchenaid.com/pinch-of-help/major-appliances/gas-vs-electric-stove.html,322,0.01,109.00,0.62,71900000,"[65,30,30,65,65,34,30,34,30,30,100,34]",2023-04-05,"Site links, Video, Image, People also ask, FAQ",commercial,Organic
mixer bowl,1,1,1900,40,0.39,https://www.kitchenaid.com/countertop-appliances/stand-mixers/bowls.html,471,0.01,183.00,1,225000000,"[66,29,23,35,35,23,16,16,16,10,10,7]",2023-04-08,"Image pack, Site links, Video, Image, People also ask, Related searches",commercial,Organic
how to use espresso machine,1,1,1900,52,0.64,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/how-to-use-an-espresso-machine.html,471,0.01,301.00,0.74,53100000,"[55,55,55,65,82,82,65,65,82,55,65,55]",2023-04-05,"Video, Featured snippet, Video Carousel, People also ask, FAQ",informational,Organic
microwave,20,26,246000,91,0.42,https://www.kitchenaid.com/major-appliances/microwaves.html,369,0.01,154.00,1,517000000,"[81,66,66,66,66,66,81,81,81,81,100,66]",2023-04-07,"Top stories, Site links, Video, Image, People also ask, FAQ, Related searches",commercial,Organic
difference between cold brew and iced coffee,1,1,1900,47,0.05,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/cold-brew-vs-iced-coffee.html,471,0.01,23.00,0.04,24200000,"[55,65,65,82,100,82,82,55,44,44,82,55]",2023-04-04,"Reviews, Featured snippet, Video Carousel, People also ask, FAQ",informational,Organic
kitchen mixers,2,2,2400,77,0.60,https://www.kitchenaid.com/countertop-appliances/stand-mixers.html,316,0.01,190.00,1,38300000,"[24,36,28,36,36,36,28,43,66,43,36,28]",2023-04-01,"Site links, Video, Image, People also ask, FAQ",commercial,Organic
kitchen hand mixer,2,2,2400,62,0.35,https://www.kitchenaid.com/countertop-appliances/hand-mixers.html,316,0.01,110.00,1,54700000,"[36,24,28,19,28,28,19,100,43,66,36,28]",2023-04-01,"Site links, Video, Image, FAQ",commercial,Organic
kitchenaid lead recall,2,2,2400,26,0.00,https://www.kitchenaid.com/safety-statement-on-stand-mixers-and-lead.html,316,0.01,0.00,0,79,"[0,0,0,0,0,0,0,0,0,0,100,3]",2023-04-04,"Video, Image, People also ask",commercial,Organic
mixer attachments,1,1,1300,65,0.34,https://www.kitchenaid.com/countertop-appliances/stand-mixers/attachments/see-all.html,322,0.01,109.00,1,11400000,"[54,41,41,41,41,41,41,54,79,100,54,41]",2023-04-05,"Site links, Video, Image, People also ask",commercial,Organic
what is a dual fuel range,1,1,1300,36,0.40,https://www.kitchenaid.com/pinch-of-help/major-appliances/what-is-a-dual-fuel-range.html,322,0.01,128.00,1,168000000,"[52,68,52,52,52,52,68,68,68,52,68,52]",2023-04-05,"Site links, Video, Featured snippet, Image, People also ask, FAQ",informational,Organic
types of stoves,1,1,1900,51,0.55,https://www.kitchenaid.com/pinch-of-help/major-appliances/types-of-cooktops.html,471,0.01,259.00,1,0,"[80,36,66,36,36,36,36,36,52,36,80,100]",2023-04-03,"Carousel, Site links, Video, Featured snippet, Image, Shopping ads, People also ask, FAQ",informational,Organic
mixer in kitchen,1,1,1300,72,0.60,https://www.kitchenaid.com/countertop-appliances/stand-mixers.html,322,0.01,193.00,1,95600000,"[2,0,0,29,0,0,0,54,1,5,54,0]",2023-04-03,"Image pack, Site links, Video, Image, People also ask, FAQ",commercial,Organic
bread leavening,1,1,1600,49,0.38,https://www.kitchenaid.com/pinch-of-help/stand-mixers/four-types-of-bread-leavening-agents.html,396,0.01,150.00,0.07,9740000,"[44,100,1,2,3,1,1,1,0,1,54,12]",2023-04-02,"Knowledge panel, Site links, Reviews, Video, Image, People also ask, FAQ",informational,Organic
kdpm604kps,1,1,1900,34,2.36,https://www.kitchenaid.com/major-appliances/dishwashers/integrated-control/p.44-dba-dishwasher-in-printshield-finish-with-freeflex-third-rack.kdpm604kps.html,471,0.01,1112.00,1,24300,"[80,66,52,44,44,52,52,52,100,52,52,52]",2023-04-05,"Knowledge panel, Site links, Video, Image, AdWords bottom",informational,Organic
stand mixers,3,2,14800,82,0.44,https://www.kitchenaid.com/countertop-appliances/stand-mixers.html,444,0.01,195.00,1,22300000,"[81,81,66,100,81,81,36,44,81,36,29,24]",2023-04-07,"Image pack, Site links, Video, Image, People also ask, FAQ, Related searches",commercial,Organic
raspados,4,4,22200,45,1.21,https://www.kitchenaid.com/pinch-of-help/stand-mixers/how-to-make-raspados.html,288,0.01,349.00,0.03,15200000,"[36,54,100,54,66,54,66,24,20,20,29,36]",2023-04-07,"Knowledge panel, Local pack, Site links, Reviews, Video, People also ask, Recipes, Indented, Related searches",informational,Organic
ksgg700ess,1,1,1600,42,1.33,https://www.kitchenaid.com/major-appliances/ranges/slide-in-ranges/p.30-inch-5-burner-gas-slide-in-convection-range.ksgg700ess.html,396,0.01,527.00,1,49800,"[65,55,55,44,44,55,55,44,65,55,55,55]",2023-04-04,"Knowledge panel, Video, Image, AdWords bottom, Shopping ads",informational,Organic
leavening agent,1,1,1600,57,0.31,https://www.kitchenaid.com/pinch-of-help/stand-mixers/four-types-of-bread-leavening-agents.html,396,0.01,123.00,0.04,2140000,"[100,66,36,20,27,36,36,44,44,44,52,36]",2023-04-02,"Knowledge panel, Site links, Video, Featured snippet, People also ask, FAQ","commercial, informational",Organic
descale coffee maker,1,1,1600,69,0.16,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/how-to-clean-and-descale-a-coffee-maker.html,396,0.01,63.00,1,0,"[55,55,55,55,55,55,55,55,65,65,82,55]",2023-04-04,"Carousel, Site links, Video, Featured snippet, Image, People also ask",informational,Organic
types of flour,1,1,2400,63,0.05,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/types-of-flour-and-their-uses.html,316,0.01,15.00,0.38,0,"[54,54,43,36,43,54,54,54,65,65,65,65]",2023-04-07,"Carousel, Site links, Reviews, Video, Featured snippet, People also ask, Recipes, Indented, Related searches",informational,Organic
is espresso coffee,1,1,1300,67,0.77,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/coffee-vs-espresso.html,322,0.01,248.00,1,231000000,"[81,22,20,8,20,10,29,43,29,29,36,29]",2023-04-04,"Knowledge panel, Site links, Video, Featured snippet, Image, People also ask, FAQ",informational,Organic
how wide is a dishwasher,1,1,1300,51,0.88,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-choose-the-right-dishwasher-size.html,322,0.01,283.00,1,32500000,"[84,68,68,52,68,84,52,68,68,52,68,84]",2023-04-05,"Image pack, Video, Featured snippet, Image, People also ask, FAQ",informational,Organic
standard dishwasher size,2,2,3600,47,0.80,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-choose-the-right-dishwasher-size.html,475,0.01,380.00,1,89,"[81,100,65,81,81,100,81,100,81,65,81,65]",2023-04-02,"Image pack, Video, Image, Shopping ads, People also ask, FAQ",commercial,Organic
dishwasher sizes,2,2,2900,48,0.62,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-choose-the-right-dishwasher-size.html,382,0.01,237.00,1,153000000,"[100,54,54,54,54,65,81,54,81,54,54,65]",2023-04-01,"Image pack, Site links, Video, Image, People also ask, FAQ",commercial,Organic
dishwasher dimensions,2,2,2900,49,0.81,https://www.kitchenaid.com/pinch-of-help/major-appliances/how-to-choose-the-right-dishwasher-size.html,382,0.01,310.00,1,123000000,"[81,81,81,65,81,65,65,65,81,65,81,65]",2023-04-02,"Image pack, Site links, Video, Image, People also ask, FAQ","commercial, informational",Organic
drip coffee,5,5,22200,49,0.42,https://www.kitchenaid.com/pinch-of-help/countertop-appliances/drip-vs-pour-over-coffee-whats-difference.html,532,0.01,223.00,1,91500000,"[66,66,66,100,81,66,66,66,81,100,100,66]",2023-04-07,"Site links, Video, Image, People also ask, FAQ, Recipes, Indented, Related searches","commercial, informational",Organic
stand mixer attachments,1,1,1300,60,0.34,https://www.kitchenaid.com/countertop-appliances/stand-mixers/attachments/see-all.html,322,0.01,109.00,1,6200000,"[44,30,24,24,24,30,30,34,82,100,44,24]",2023-04-04,"Site links, Video, Image, Shopping ads, People also ask",commercial,Organic
kmcs3022gss,1,1,1600,39,1.53,https://www.kitchenaid.com/major-appliances/microwaves/countertop/p.24-countertop-microwave-oven-1200-watt.kmcs3022gss.html,396,0.01,607.00,1,14500,"[100,84,84,68,68,68,68,68,84,84,84,68]",2023-04-05,"Knowledge panel, Image, AdWords bottom","informational, transactional",Organic
standard depth vs counter depth,1,1,1300,27,0.33,https://www.kitchenaid.com/pinch-of-help/major-appliances/counter-depth-vs-standard-depth.html,322,0.01,106.00,0.98,155000000,"[20,20,29,29,29,29,22,20,36,43,22,20]",2023-04-02,"Site links, Video, Image, Video Carousel, People also ask, FAQ",commercial,Organic
pastry blender,3,0,14800,54,0.34,https://www.kitchenaid.com/pinch-of-help/stand-mixers/what-is-a-pastry-blender.html,444,0.01,150.00,1,9050000,"[44,19,19,24,24,36,81,66,100,81,54,54]",2023-04-07,"Site links, Reviews, Video, Image, People also ask, Recipes, Indented, Related searches",commercial,Organic
